Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
18/04/2025 09:45:00,01/03/2025,Aggregate LNG Importations - Daily Flow,60.23935,18/04/2025 11:00:00,
18/04/2025 09:45:00,02/03/2025,Aggregate LNG Importations - Daily Flow,58.91904,18/04/2025 11:00:00,
18/04/2025 09:45:00,03/03/2025,Aggregate LNG Importations - Daily Flow,70.21248,18/04/2025 11:00:00,
18/04/2025 09:45:00,04/03/2025,Aggregate LNG Importations - Daily Flow,68.88988,18/04/2025 11:00:00,
18/04/2025 09:45:00,05/03/2025,Aggregate LNG Importations - Daily Flow,66.9368,18/04/2025 11:00:00,
18/04/2025 09:45:00,06/03/2025,Aggregate LNG Importations - Daily Flow,64.75943,18/04/2025 11:00:00,
18/04/2025 09:45:00,07/03/2025,Aggregate LNG Importations - Daily Flow,69.25847,18/04/2025 11:00:00,
18/04/2025 09:45:00,08/03/2025,Aggregate LNG Importations - Daily Flow,42.86226,18/04/2025 11:00:00,
18/04/2025 09:45:00,09/03/2025,Aggregate LNG Importations - Daily Flow,42.94951,18/04/2025 11:00:00,
18/04/2025 09:45:00,10/03/2025,Aggregate LNG Importations - Daily Flow,56.31336,18/04/2025 11:00:00,
18/04/2025 09:45:00,11/03/2025,Aggregate LNG Importations - Daily Flow,65.00721,18/04/2025 11:00:00,
18/04/2025 09:45:00,12/03/2025,Aggregate LNG Importations - Daily Flow,65.62298,18/04/2025 11:00:00,
18/04/2025 09:45:00,13/03/2025,Aggregate LNG Importations - Daily Flow,67.36471,18/04/2025 11:00:00,
18/04/2025 09:45:00,14/03/2025,Aggregate LNG Importations - Daily Flow,69.03094,18/04/2025 11:00:00,
18/04/2025 09:45:00,15/03/2025,Aggregate LNG Importations - Daily Flow,51.25854,18/04/2025 11:00:00,
18/04/2025 09:45:00,16/03/2025,Aggregate LNG Importations - Daily Flow,51.24354,18/04/2025 11:00:00,
18/04/2025 09:45:00,17/03/2025,Aggregate LNG Importations - Daily Flow,70.88185,18/04/2025 11:00:00,
18/04/2025 09:45:00,18/03/2025,Aggregate LNG Importations - Daily Flow,65.09366,18/04/2025 11:00:00,
18/04/2025 09:45:00,19/03/2025,Aggregate LNG Importations - Daily Flow,60.5498,18/04/2025 11:00:00,
18/04/2025 09:45:00,20/03/2025,Aggregate LNG Importations - Daily Flow,54.8421,18/04/2025 11:00:00,
18/04/2025 09:45:00,21/03/2025,Aggregate LNG Importations - Daily Flow,54.828,18/04/2025 11:00:00,
18/04/2025 09:45:00,22/03/2025,Aggregate LNG Importations - Daily Flow,38.56174,18/04/2025 11:00:00,
